Country,Sex,Age Group,Year,Ethnic Group,Value ('000 Person),
Malaysia,Male, 65 - 69,1993,Other Malaysian,1.3,
Malaysia,Male, 65 - 69,1993,Non-Malaysian Citizens,3.6,
Malaysia,Male, 65 - 69,1994,Total Ethnic Group,144.8,
Malaysia,Male, 65 - 69,1994,Bumiputera,14.1,
Malaysia,Male, 65 - 69,1994,Malay,69.5,
Malaysia,Male, 65 - 69,1994,Chinese,44.7,
Malaysia,Male, 65 - 69,1994,Indians,11.2,
Malaysia,Male, 65 - 69,1994,Other Malaysian,1.4,
Malaysia,Male, 65 - 69,1994,Non-Malaysian Citizens,3.8,
Malaysia,Male, 65 - 69,1995,Total Ethnic Group,152.2,
Malaysia,Male, 65 - 69,1995,Bumiputera,14.6,
Malaysia,Male, 65 - 69,1995,Malay,72.9,
Malaysia,Male, 65 - 69,1995,Chinese,47.8,
Malaysia,Male, 65 - 69,1995,Indians,11.3,
Malaysia,Male, 65 - 69,1995,Other Malaysian,1.5,
Malaysia,Male, 65 - 69,1995,Non-Malaysian Citizens,4.1,
Malaysia,Male, 65 - 69,1996,Total Ethnic Group,159.0,
Malaysia,Male, 65 - 69,1996,Bumiputera,15.1,
Malaysia,Male, 65 - 69,1996,Malay,75.6,
Malaysia,Male, 65 - 69,1996,Chinese,51.1,
Malaysia,Male, 65 - 69,1996,Indians,11.4,
Malaysia,Male, 65 - 69,1996,Other Malaysian,1.5,
Malaysia,Male, 65 - 69,1996,Non-Malaysian Citizens,4.2,
Malaysia,Male, 65 - 69,1997,Total Ethnic Group,164.9,
Malaysia,Male, 65 - 69,1997,Bumiputera,15.6,
Malaysia,Male, 65 - 69,1997,Malay,77.5,
Malaysia,Male, 65 - 69,1997,Chinese,54.7,
Malaysia,Male, 65 - 69,1997,Indians,11.4,
Malaysia,Male, 65 - 69,1997,Other Malaysian,1.6,
Malaysia,Male, 65 - 69,1997,Non-Malaysian Citizens,4.2,
Malaysia,Male, 65 - 69,1998,Total Ethnic Group,170.0,
Malaysia,Male, 65 - 69,1998,Bumiputera,15.9,
Malaysia,Male, 65 - 69,1998,Malay,78.7,
Malaysia,Male, 65 - 69,1998,Chinese,58.2,
Malaysia,Male, 65 - 69,1998,Indians,11.3,
Malaysia,Male, 65 - 69,1998,Other Malaysian,1.6,
Malaysia,Male, 65 - 69,1998,Non-Malaysian Citizens,4.2,
Malaysia,Male, 65 - 69,1999,Total Ethnic Group,175.2,
Malaysia,Male, 65 - 69,1999,Bumiputera,16.3,
Malaysia,Male, 65 - 69,1999,Malay,79.7,
Malaysia,Male, 65 - 69,1999,Chinese,62.1,
Malaysia,Male, 65 - 69,1999,Indians,11.2,
Malaysia,Male, 65 - 69,1999,Other Malaysian,1.6,
Malaysia,Male, 65 - 69,1999,Non-Malaysian Citizens,4.3,
Malaysia,Male, 65 - 69,2000,Total Ethnic Group,181.6,
Malaysia,Male, 65 - 69,2000,Bumiputera,16.9,
Malaysia,Male, 65 - 69,2000,Malay,81.5,
Malaysia,Male, 65 - 69,2000,Chinese,65.9,
Malaysia,Male, 65 - 69,2000,Indians,11.3,
Malaysia,Male, 65 - 69,2000,Other Malaysian,1.7,
Malaysia,Male, 65 - 69,2000,Non-Malaysian Citizens,4.4,
Malaysia,Male, 65 - 69,2001,Total Ethnic Group,189.1,
Malaysia,Male, 65 - 69,2001,Bumiputera,17.6,
Malaysia,Male, 65 - 69,2001,Malay,84.1,
Malaysia,Male, 65 - 69,2001,Chinese,69.0,
Malaysia,Male, 65 - 69,2001,Indians,11.8,
Malaysia,Male, 65 - 69,2001,Other Malaysian,1.7,
Malaysia,Male, 65 - 69,2001,Non-Malaysian Citizens,4.8,
Malaysia,Male, 65 - 69,2002,Total Ethnic Group,199.0,
Malaysia,Male, 65 - 69,2002,Bumiputera,18.5,
Malaysia,Male, 65 - 69,2002,Malay,88.2,
Malaysia,Male, 65 - 69,2002,Chinese,72.8,
Malaysia,Male, 65 - 69,2002,Indians,12.5,
Malaysia,Male, 65 - 69,2002,Other Malaysian,1.7,
Malaysia,Male, 65 - 69,2002,Non-Malaysian Citizens,5.3,
Malaysia,Male, 65 - 69,2003,Total Ethnic Group,210.8,
Malaysia,Male, 65 - 69,2003,Bumiputera,19.3,
Malaysia,Male, 65 - 69,2003,Malay,93.5,
Malaysia,Male, 65 - 69,2003,Chinese,77.3,
Malaysia,Male, 65 - 69,2003,Indians,13.2,
Malaysia,Male, 65 - 69,2003,Other Malaysian,1.8,
Malaysia,Male, 65 - 69,2003,Non-Malaysian Citizens,5.8,
Malaysia,Male, 65 - 69,2004,Total Ethnic Group,222.9,
Malaysia,Male, 65 - 69,2004,Bumiputera,20.0,
Malaysia,Male, 65 - 69,2004,Malay,99.0,
Malaysia,Male, 65 - 69,2004,Chinese,82.0,
Malaysia,Male, 65 - 69,2004,Indians,13.8,
Malaysia,Male, 65 - 69,2004,Other Malaysian,1.8,
Malaysia,Male, 65 - 69,2004,Non-Malaysian Citizens,6.2,
Malaysia,Male, 65 - 69,2005,Total Ethnic Group,233.4,
Malaysia,Male, 65 - 69,2005,Bumiputera,20.8,
Malaysia,Male, 65 - 69,2005,Malay,103.5,
Malaysia,Male, 65 - 69,2005,Chinese,86.4,
Malaysia,Male, 65 - 69,2005,Indians,14.3,
Malaysia,Male, 65 - 69,2005,Other Malaysian,1.8,
Malaysia,Male, 65 - 69,2005,Non-Malaysian Citizens,6.6,
Malaysia,Male, 65 - 69,2006,Total Ethnic Group,243.1,
Malaysia,Male, 65 - 69,2006,Bumiputera,21.7,
Malaysia,Male, 65 - 69,2006,Malay,107.6,
Malaysia,Male, 65 - 69,2006,Chinese,90.4,
Malaysia,Male, 65 - 69,2006,Indians,14.7,
Malaysia,Male, 65 - 69,2006,Other Malaysian,1.8,
Malaysia,Male, 65 - 69,2006,Non-Malaysian Citizens,6.9,
Malaysia,Male, 65 - 69,2007,Total Ethnic Group,250.0,
Malaysia,Male, 65 - 69,2007,Bumiputera,22.8,
Malaysia,Male, 65 - 69,2007,Malay,110.3,
Malaysia,Male, 65 - 69,2007,Chinese,93.2,
Malaysia,Male, 65 - 69,2007,Indians,14.8,
Malaysia,Male, 65 - 69,2007,Other Malaysian,1.8,
Malaysia,Male, 65 - 69,2007,Non-Malaysian Citizens,7.2,
Malaysia,Male, 65 - 69,2008,Total Ethnic Group,254.7,
Malaysia,Male, 65 - 69,2008,Bumiputera,24.2,
Malaysia,Male, 65 - 69,2008,Malay,111.5,
Malaysia,Male, 65 - 69,2008,Chinese,95.0,
Malaysia,Male, 65 - 69,2008,Indians,14.7,
Malaysia,Male, 65 - 69,2008,Other Malaysian,1.8,
Malaysia,Male, 65 - 69,2008,Non-Malaysian Citizens,7.5,
Malaysia,Male, 65 - 69,2009,Total Ethnic Group,260.3,
Malaysia,Male, 65 - 69,2009,Bumiputera,25.6,
Malaysia,Male, 65 - 69,2009,Malay,113.4,
Malaysia,Male, 65 - 69,2009,Chinese,96.9,
Malaysia,Male, 65 - 69,2009,Indians,14.9,
Malaysia,Male, 65 - 69,2009,Other Malaysian,1.7,
Malaysia,Male, 65 - 69,2009,Non-Malaysian Citizens,7.9,
Malaysia,Male, 65 - 69,2010,Total Ethnic Group,270.4,
Malaysia,Male, 65 - 69,2010,Other Bumiputera,26.8,
Malaysia,Male, 65 - 69,2010,Malay,118.0,
Malaysia,Male, 65 - 69,2010,Chinese,100.1,
Malaysia,Male, 65 - 69,2010,Indians,15.6,
Malaysia,Male, 65 - 69,2010,Other Malaysian,1.5,
Malaysia,Male, 65 - 69,2010,Non-Malaysian Citizens,8.4,
Malaysia,Male, 65 - 69,2011,Total Ethnic Group,285.8,
Malaysia,Male, 65 - 69,2011,Other Bumiputera,28.0,
Malaysia,Male, 65 - 69,2011,Malay,124.7,
Malaysia,Male, 65 - 69,2011,Chinese,105.6,
Malaysia,Male, 65 - 69,2011,Indians,17.3,
Malaysia,Male, 65 - 69,2011,Other Malaysian,1.5,
Malaysia,Male, 65 - 69,2011,Non-Malaysian Citizens,8.7,
Malaysia,Male, 65 - 69,2012,Total Ethnic Group,305.7,
Malaysia,Male, 65 - 69,2012,Other Bumiputera,28.6,
Malaysia,Male, 65 - 69,2012,Malay,134.5,
Malaysia,Male, 65 - 69,2012,Chinese,112.5,
Malaysia,Male, 65 - 69,2012,Indians,19.5,
Malaysia,Male, 65 - 69,2012,Other Malaysian,1.5,
Malaysia,Male, 65 - 69,2012,Non-Malaysian Citizens,9.0,
Malaysia,Male, 65 - 69,2013,Total Ethnic Group,329.1,
Malaysia,Male, 65 - 69,2013,Bumiputera,175.5,
Malaysia,Male, 65 - 69,2013,Chinese,120.4,
Malaysia,Male, 65 - 69,2013,Indians,21.6,
Malaysia,Male, 65 - 69,2013,Other Malaysian,1.6,
Malaysia,Male, 65 - 69,2013,Non-Malaysian Citizens,10.0,
Malaysia,Male, 65 - 69,2014,Total Ethnic Group,350.9,
Malaysia,Male, 65 - 69,2014,Bumiputera,187.3,
Malaysia,Male, 65 - 69,2014,Chinese,127.7,
Malaysia,Male, 65 - 69,2014,Indians,23.7,
Malaysia,Male, 65 - 69,2014,Other Malaysian,1.7,
Malaysia,Male, 65 - 69,2014,Non-Malaysian Citizens,10.6,
Malaysia,Male, 65 - 69,2015,Total Ethnic Group,370.2,
Malaysia,Male, 65 - 69,2015,Bumiputera,198.7,
Malaysia,Male, 65 - 69,2015,Chinese,133.2,
Malaysia,Male, 65 - 69,2015,Indians,25.5,
Malaysia,Male, 65 - 69,2015,Other Malaysian,1.8,
Malaysia,Male, 65 - 69,2015,Non-Malaysian Citizens,11.0,
Malaysia,Male, 65 - 69,2016,Total Ethnic Group,388.0,
Malaysia,Male, 65 - 69,2016,Bumiputera,209.9,
Malaysia,Male, 65 - 69,2016,Chinese,137.7,
Malaysia,Male, 65 - 69,2016,Indians,27.1,
Malaysia,Male, 65 - 69,2016,Other Malaysian,2.0,
Malaysia,Male, 65 - 69,2016,Non-Malaysian Citizens,11.5,
Malaysia,Male, 65 - 69,2017,Total Ethnic Group,402.9,
Malaysia,Male, 65 - 69,2017,Bumiputera,219.9,
Malaysia,Male, 65 - 69,2017,Chinese,140.8,
Malaysia,Male, 65 - 69,2017,Indians,28.3,
Malaysia,Male, 65 - 69,2017,Other Malaysian,2.1,
Malaysia,Male, 65 - 69,2017,Non-Malaysian Citizens,11.8,
Malaysia,Male, 65 - 69,2018,Total Ethnic Group,416.0,
Malaysia,Male, 65 - 69,2018,Bumiputera,228.9,
Malaysia,Male, 65 - 69,2018,Chinese,143.2,
Malaysia,Male, 65 - 69,2018,Indians,29.4,
Malaysia,Male, 65 - 69,2018,Other Malaysian,2.3,
Malaysia,Male, 65 - 69,2018,Non-Malaysian Citizens,12.1,
Malaysia,Male, 65 - 69,2019,Total Ethnic Group,428.5,
Malaysia,Male, 65 - 69,2019,Bumiputera,238.3,
Malaysia,Male, 65 - 69,2019,Chinese,145.8,
Malaysia,Male, 65 - 69,2019,Indians,30.5,
Malaysia,Male, 65 - 69,2019,Other Malaysian,2.6,
Malaysia,Male, 65 - 69,2019,Non-Malaysian Citizens,11.4,
Malaysia,Male, 65 - 69,2020,Total Ethnic Group,457.0,
Malaysia,Male, 65 - 69,2020,Bumiputera,281.2,
Malaysia,Male, 65 - 69,2020,Chinese,115.5,
Malaysia,Male, 65 - 69,2020,Indians,29.3,
Malaysia,Male, 65 - 69,2020,Other Malaysian,3.3,
Malaysia,Male, 65 - 69,2020,Non-Malaysian Citizens,27.7,
Malaysia,Male, 70 - 74,1991,Total Ethnic Group,85.9,
Malaysia,Male, 70 - 74,1991,Bumiputera,8.1,
Malaysia,Male, 70 - 74,1991,Malay,41.6,
Malaysia,Male, 70 - 74,1991,Chinese,26.1,
Malaysia,Male, 70 - 74,1991,Indians,7.3,
Malaysia,Male, 70 - 74,1991,Other Malaysian,0.9,
Malaysia,Male, 70 - 74,1991,Non-Malaysian Citizens,1.8,
Malaysia,Male, 70 - 74,1992,Total Ethnic Group,89.1,
Malaysia,Male, 70 - 74,1992,Bumiputera,8.6,
Malaysia,Male, 70 - 74,1992,Malay,43.0,
Malaysia,Male, 70 - 74,1992,Chinese,26.4,
Malaysia,Male, 70 - 74,1992,Indians,7.4,
Malaysia,Male, 70 - 74,1992,Other Malaysian,1.0,
Malaysia,Male, 70 - 74,1992,Non-Malaysian Citizens,2.8,
Malaysia,Male, 70 - 74,1993,Total Ethnic Group,90.9,
Malaysia,Male, 70 - 74,1993,Bumiputera,8.9,
Malaysia,Male, 70 - 74,1993,Malay,44.0,
Malaysia,Male, 70 - 74,1993,Chinese,26.9,
Malaysia,Male, 70 - 74,1993,Indians,7.4,
Malaysia,Male, 70 - 74,1993,Other Malaysian,1.0,
Malaysia,Male, 70 - 74,1993,Non-Malaysian Citizens,2.8,
Malaysia,Male, 70 - 74,1994,Total Ethnic Group,92.8,
Malaysia,Male, 70 - 74,1994,Bumiputera,9.3,
Malaysia,Male, 70 - 74,1994,Malay,44.9,
Malaysia,Male, 70 - 74,1994,Chinese,27.6,
Malaysia,Male, 70 - 74,1994,Indians,7.3,
Malaysia,Male, 70 - 74,1994,Other Malaysian,1.0,
Malaysia,Male, 70 - 74,1994,Non-Malaysian Citizens,2.8,
Malaysia,Male, 70 - 74,1995,Total Ethnic Group,95.6,
Malaysia,Male, 70 - 74,1995,Bumiputera,9.6,
Malaysia,Male, 70 - 74,1995,Malay,46.1,
Malaysia,Male, 70 - 74,1995,Chinese,28.7,
Malaysia,Male, 70 - 74,1995,Indians,7.3,
Malaysia,Male, 70 - 74,1995,Other Malaysian,1.0,
Malaysia,Male, 70 - 74,1995,Non-Malaysian Citizens,2.8,
Malaysia,Male, 70 - 74,1996,Total Ethnic Group,99.1,
Malaysia,Male, 70 - 74,1996,Bumiputera,10.0,
Malaysia,Male, 70 - 74,1996,Malay,47.9,
Malaysia,Male, 70 - 74,1996,Chinese,30.1,
Malaysia,Male, 70 - 74,1996,Indians,7.4,
Malaysia,Male, 70 - 74,1996,Other Malaysian,1.0,
Malaysia,Male, 70 - 74,1996,Non-Malaysian Citizens,2.8,
Malaysia,Male, 70 - 74,1997,Total Ethnic Group,104.7,
Malaysia,Male, 70 - 74,1997,Bumiputera,10.5,
Malaysia,Male, 70 - 74,1997,Malay,50.7,
Malaysia,Male, 70 - 74,1997,Chinese,32.1,
Malaysia,Male, 70 - 74,1997,Indians,7.5,
Malaysia,Male, 70 - 74,1997,Other Malaysian,1.1,
Malaysia,Male, 70 - 74,1997,Non-Malaysian Citizens,2.9,
Malaysia,Male, 70 - 74,1998,Total Ethnic Group,111.7,
Malaysia,Male, 70 - 74,1998,Bumiputera,11.0,
Malaysia,Male, 70 - 74,1998,Malay,54.2,
Malaysia,Male, 70 - 74,1998,Chinese,34.6,
Malaysia,Male, 70 - 74,1998,Indians,7.7,
Malaysia,Male, 70 - 74,1998,Other Malaysian,1.1,
Malaysia,Male, 70 - 74,1998,Non-Malaysian Citizens,3.1,
Malaysia,Male, 70 - 74,1999,Total Ethnic Group,118.9,
Malaysia,Male, 70 - 74,1999,Bumiputera,11.5,
Malaysia,Male, 70 - 74,1999,Malay,57.5,
Malaysia,Male, 70 - 74,1999,Chinese,37.6,
Malaysia,Male, 70 - 74,1999,Indians,7.8,
Malaysia,Male, 70 - 74,1999,Other Malaysian,1.2,
Malaysia,Male, 70 - 74,1999,Non-Malaysian Citizens,3.4,
Malaysia,Male, 70 - 74,2000,Total Ethnic Group,125.9,
Malaysia,Male, 70 - 74,2000,Bumiputera,12.0,
Malaysia,Male, 70 - 74,2000,Malay,60.4,
Malaysia,Male, 70 - 74,2000,Chinese,40.7,
Malaysia,Male, 70 - 74,2000,Indians,7.9,
Malaysia,Male, 70 - 74,2000,Other Malaysian,1.2,
Malaysia,Male, 70 - 74,2000,Non-Malaysian Citizens,3.6,
Malaysia,Male, 70 - 74,2001,Total Ethnic Group,130.7,
Malaysia,Male, 70 - 74,2001,Bumiputera,12.4,
Malaysia,Male, 70 - 74,2001,Malay,61.7,
Malaysia,Male, 70 - 74,2001,Chinese,43.5,
Malaysia,Male, 70 - 74,2001,Indians,8.1,
Malaysia,Male, 70 - 74,2001,Other Malaysian,1.2,
Malaysia,Male, 70 - 74,2001,Non-Malaysian Citizens,3.7,
Malaysia,Male, 70 - 74,2002,Total Ethnic Group,134.4,
Malaysia,Male, 70 - 74,2002,Bumiputera,12.8,
Malaysia,Male, 70 - 74,2002,Malay,62.2,
Malaysia,Male, 70 - 74,2002,Chinese,46.1,
Malaysia,Male, 70 - 74,2002,Indians,8.3,
Malaysia,Male, 70 - 74,2002,Other Malaysian,1.2,
Malaysia,Male, 70 - 74,2002,Non-Malaysian Citizens,3.7,
Malaysia,Male, 70 - 74,2003,Total Ethnic Group,137.4,
Malaysia,Male, 70 - 74,2003,Bumiputera,13.3,
Malaysia,Male, 70 - 74,2003,Malay,62.2,
Malaysia,Male, 70 - 74,2003,Chinese,48.5,
Malaysia,Male, 70 - 74,2003,Indians,8.4,
Malaysia,Male, 70 - 74,2003,Other Malaysian,1.2,
Malaysia,Male, 70 - 74,2003,Non-Malaysian Citizens,3.7,
Malaysia,Male, 70 - 74,2004,Total Ethnic Group,141.2,
Malaysia,Male, 70 - 74,2004,Bumiputera,13.9,
Malaysia,Male, 70 - 74,2004,Malay,62.7,
Malaysia,Male, 70 - 74,2004,Chinese,50.9,
Malaysia,Male, 70 - 74,2004,Indians,8.7,
Malaysia,Male, 70 - 74,2004,Other Malaysian,1.2,
Malaysia,Male, 70 - 74,2004,Non-Malaysian Citizens,3.8,
Malaysia,Male, 70 - 74,2005,Total Ethnic Group,147.7,
Malaysia,Male, 70 - 74,2005,Bumiputera,14.6,
Malaysia,Male, 70 - 74,2005,Malay,65.0,
Malaysia,Male, 70 - 74,2005,Chinese,53.9,
Malaysia,Male, 70 - 74,2005,Indians,9.0,
Malaysia,Male, 70 - 74,2005,Other Malaysian,1.2,
Malaysia,Male, 70 - 74,2005,Non-Malaysian Citizens,4.0,
Malaysia,Male, 70 - 74,2006,Total Ethnic Group,155.8,
Malaysia,Male, 70 - 74,2006,Bumiputera,15.3,
Malaysia,Male, 70 - 74,2006,Malay,68.1,
Malaysia,Male, 70 - 74,2006,Chinese,57.4,
Malaysia,Male, 70 - 74,2006,Indians,9.6,
Malaysia,Male, 70 - 74,2006,Other Malaysian,1.2,
Malaysia,Male, 70 - 74,2006,Non-Malaysian Citizens,4.2,
Malaysia,Male, 70 - 74,2007,Total Ethnic Group,167.0,
Malaysia,Male, 70 - 74,2007,Bumiputera,16.1,
Malaysia,Male, 70 - 74,2007,Malay,72.9,
Malaysia,Male, 70 - 74,2007,Chinese,62.0,
Malaysia,Male, 70 - 74,2007,Indians,10.2,
Malaysia,Male, 70 - 74,2007,Other Malaysian,1.2,
Malaysia,Male, 70 - 74,2007,Non-Malaysian Citizens,4.6,
Malaysia,Male, 70 - 74,2008,Total Ethnic Group,180.0,
Malaysia,Male, 70 - 74,2008,Bumiputera,16.5,
Malaysia,Male, 70 - 74,2008,Malay,79.1,
Malaysia,Male, 70 - 74,2008,Chinese,67.4,
Malaysia,Male, 70 - 74,2008,Indians,10.8,
Malaysia,Male, 70 - 74,2008,Other Malaysian,1.2,
Malaysia,Male, 70 - 74,2008,Non-Malaysian Citizens,5.0,
Malaysia,Male, 70 - 74,2009,Total Ethnic Group,192.0,
Malaysia,Male, 70 - 74,2009,Bumiputera,17.0,
Malaysia,Male, 70 - 74,2009,Malay,84.7,
Malaysia,Male, 70 - 74,2009,Chinese,72.6,
Malaysia,Male, 70 - 74,2009,Indians,11.3,
Malaysia,Male, 70 - 74,2009,Other Malaysian,1.1,
Malaysia,Male, 70 - 74,2009,Non-Malaysian Citizens,5.3,
Malaysia,Male, 70 - 74,2010,Total Ethnic Group,200.7,
Malaysia,Male, 70 - 74,2010,Other Bumiputera,17.7,
Malaysia,Male, 70 - 74,2010,Malay,88.3,
Malaysia,Male, 70 - 74,2010,Chinese,76.5,
Malaysia,Male, 70 - 74,2010,Indians,11.5,
Malaysia,Male, 70 - 74,2010,Other Malaysian,1.0,
Malaysia,Male, 70 - 74,2010,Non-Malaysian Citizens,5.7,
Malaysia,Male, 70 - 74,2011,Total Ethnic Group,206.4,
Malaysia,Male, 70 - 74,2011,Other Bumiputera,18.6,
Malaysia,Male, 70 - 74,2011,Malay,90.1,
Malaysia,Male, 70 - 74,2011,Chinese,79.2,
Malaysia,Male, 70 - 74,2011,Indians,11.7,
Malaysia,Male, 70 - 74,2011,Other Malaysian,1.0,
Malaysia,Male, 70 - 74,2011,Non-Malaysian Citizens,5.8,
Malaysia,Male, 70 - 74,2012,Total Ethnic Group,208.9,
Malaysia,Male, 70 - 74,2012,Other Bumiputera,19.5,
Malaysia,Male, 70 - 74,2012,Malay,90.6,
Malaysia,Male, 70 - 74,2012,Chinese,80.4,
Malaysia,Male, 70 - 74,2012,Indians,11.6,
Malaysia,Male, 70 - 74,2012,Other Malaysian,1.1,
Malaysia,Male, 70 - 74,2012,Non-Malaysian Citizens,5.8,
Malaysia,Male, 70 - 74,2013,Total Ethnic Group,210.7,
Malaysia,Male, 70 - 74,2013,Bumiputera,111.1,
Malaysia,Male, 70 - 74,2013,Chinese,80.9,
Malaysia,Male, 70 - 74,2013,Indians,11.5,
Malaysia,Male, 70 - 74,2013,Other Malaysian,1.1,
Malaysia,Male, 70 - 74,2013,Non-Malaysian Citizens,6.2,
Malaysia,Male, 70 - 74,2014,Total Ethnic Group,215.1,
Malaysia,Male, 70 - 74,2014,Bumiputera,113.2,
Malaysia,Male, 70 - 74,2014,Chinese,82.6,
Malaysia,Male, 70 - 74,2014,Indians,11.9,
Malaysia,Male, 70 - 74,2014,Other Malaysian,1.2,
Malaysia,Male, 70 - 74,2014,Non-Malaysian Citizens,6.2,
Malaysia,Male, 70 - 74,2015,Total Ethnic Group,225.0,
Malaysia,Male, 70 - 74,2015,Bumiputera,117.8,
Malaysia,Male, 70 - 74,2015,Chinese,86.6,
Malaysia,Male, 70 - 74,2015,Indians,13.0,
Malaysia,Male, 70 - 74,2015,Other Malaysian,1.2,
Malaysia,Male, 70 - 74,2015,Non-Malaysian Citizens,6.4,
Malaysia,Male, 70 - 74,2016,Total Ethnic Group,238.3,
Malaysia,Male, 70 - 74,2016,Bumiputera,124.2,
Malaysia,Male, 70 - 74,2016,Chinese,91.8,
Malaysia,Male, 70 - 74,2016,Indians,14.4,
Malaysia,Male, 70 - 74,2016,Other Malaysian,1.3,
Malaysia,Male, 70 - 74,2016,Non-Malaysian Citizens,6.6,
Malaysia,Male, 70 - 74,2017,Total Ethnic Group,255.5,
Malaysia,Male, 70 - 74,2017,Bumiputera,132.8,
Malaysia,Male, 70 - 74,2017,Chinese,98.4,
Malaysia,Male, 70 - 74,2017,Indians,16.1,
Malaysia,Male, 70 - 74,2017,Other Malaysian,1.3,
Malaysia,Male, 70 - 74,2017,Non-Malaysian Citizens,6.9,
Malaysia,Male, 70 - 74,2018,Total Ethnic Group,275.9,
Malaysia,Male, 70 - 74,2018,Bumiputera,143.7,
Malaysia,Male, 70 - 74,2018,Chinese,105.7,
Malaysia,Male, 70 - 74,2018,Indians,18.1,
Malaysia,Male, 70 - 74,2018,Other Malaysian,1.3,
Malaysia,Male, 70 - 74,2018,Non-Malaysian Citizens,7.1,
Malaysia,Male, 70 - 74,2019,Total Ethnic Group,294.5,
Malaysia,Male, 70 - 74,2019,Bumiputera,154.5,
Malaysia,Male, 70 - 74,2019,Chinese,112.1,
Malaysia,Male, 70 - 74,2019,Indians,19.8,
Malaysia,Male, 70 - 74,2019,Other Malaysian,1.4,
Malaysia,Male, 70 - 74,2019,Non-Malaysian Citizens,6.7,
Malaysia,Male, 70 - 74,2020,Total Ethnic Group,297.6,
Malaysia,Male, 70 - 74,2020,Bumiputera,175.7,
Malaysia,Male, 70 - 74,2020,Chinese,86.0,
Malaysia,Male, 70 - 74,2020,Indians,18.5,
Malaysia,Male, 70 - 74,2020,Other Malaysian,2.0,
Malaysia,Male, 70 - 74,2020,Non-Malaysian Citizens,15.4,
Malaysia,Male, 75 - 79,1991,Total Ethnic Group,51.7,
Malaysia,Male, 75 - 79,1991,Bumiputera,4.0,
Malaysia,Male, 75 - 79,1991,Malay,21.0,
Malaysia,Male, 75 - 79,1991,Chinese,20.8,
Malaysia,Male, 75 - 79,1991,Indians,4.2,
Malaysia,Male, 75 - 79,1991,Other Malaysian,0.6,
Malaysia,Male, 75 - 79,1991,Non-Malaysian Citizens,1.2,
Malaysia,Male, 75 - 79,1992,Total Ethnic Group,56.0,
Malaysia,Male, 75 - 79,1992,Bumiputera,4.5,
Malaysia,Male, 75 - 79,1992,Malay,24.6,
Malaysia,Male, 75 - 79,1992,Chinese,20.0,
Malaysia,Male, 75 - 79,1992,Indians,4.2,
Malaysia,Male, 75 - 79,1992,Other Malaysian,0.6,
Malaysia,Male, 75 - 79,1992,Non-Malaysian Citizens,2.1,
Malaysia,Male, 75 - 79,1993,Total Ethnic Group,56.6,
Malaysia,Male, 75 - 79,1993,Bumiputera,4.8,
Malaysia,Male, 75 - 79,1993,Malay,25.7,
Malaysia,Male, 75 - 79,1993,Chinese,19.1,
Malaysia,Male, 75 - 79,1993,Indians,4.2,
Malaysia,Male, 75 - 79,1993,Other Malaysian,0.7,
Malaysia,Male, 75 - 79,1993,Non-Malaysian Citizens,2.1,
Malaysia,Male, 75 - 79,1994,Total Ethnic Group,58.6,
Malaysia,Male, 75 - 79,1994,Bumiputera,5.2,
Malaysia,Male, 75 - 79,1994,Malay,27.3,
Malaysia,Male, 75 - 79,1994,Chinese,18.9,
Malaysia,Male, 75 - 79,1994,Indians,4.4,
Malaysia,Male, 75 - 79,1994,Other Malaysian,0.7,
Malaysia,Male, 75 - 79,1994,Non-Malaysian Citizens,2.2,
Malaysia,Male, 75 - 79,1995,Total Ethnic Group,60.5,
Malaysia,Male, 75 - 79,1995,Bumiputera,5.4,
Malaysia,Male, 75 - 79,1995,Malay,29.0,
Malaysia,Male, 75 - 79,1995,Chinese,18.7,
Malaysia,Male, 75 - 79,1995,Indians,4.4,
Malaysia,Male, 75 - 79,1995,Other Malaysian,0.7,
Malaysia,Male, 75 - 79,1995,Non-Malaysian Citizens,2.3,
Malaysia,Male, 75 - 79,1996,Total Ethnic Group,61.3,
Malaysia,Male, 75 - 79,1996,Bumiputera,5.7,
Malaysia,Male, 75 - 79,1996,Malay,29.9,
Malaysia,Male, 75 - 79,1996,Chinese,18.4,
Malaysia,Male, 75 - 79,1996,Indians,4.3,
Malaysia,Male, 75 - 79,1996,Other Malaysian,0.7,
Malaysia,Male, 75 - 79,1996,Non-Malaysian Citizens,2.3,
Malaysia,Male, 75 - 79,1997,Total Ethnic Group,62.0,
Malaysia,Male, 75 - 79,1997,Bumiputera,5.9,
Malaysia,Male, 75 - 79,1997,Malay,30.4,
Malaysia,Male, 75 - 79,1997,Chinese,18.6,
Malaysia,Male, 75 - 79,1997,Indians,4.2,
Malaysia,Male, 75 - 79,1997,Other Malaysian,0.7,
Malaysia,Male, 75 - 79,1997,Non-Malaysian Citizens,2.2,
Malaysia,Male, 75 - 79,1998,Total Ethnic Group,62.4,
Malaysia,Male, 75 - 79,1998,Bumiputera,6.2,
Malaysia,Male, 75 - 79,1998,Malay,30.4,
Malaysia,Male, 75 - 79,1998,Chinese,18.7,
Malaysia,Male, 75 - 79,1998,Indians,4.1,
Malaysia,Male, 75 - 79,1998,Other Malaysian,0.7,
Malaysia,Male, 75 - 79,1998,Non-Malaysian Citizens,2.2,
Malaysia,Male, 75 - 79,1999,Total Ethnic Group,63.2,
Malaysia,Male, 75 - 79,1999,Bumiputera,6.5,
Malaysia,Male, 75 - 79,1999,Malay,30.6,
